date_time,v1,v2,v3,v4,logger,date,time
12/15/22 17:45,80.25,34,80.28,13.86,arduino,12/15/22,17:45:35
12/15/22 17:50,80.19,34,80.22,13.85,arduino,12/15/22,17:50:35
12/15/22 17:55,80.28,34,80.19,13.86,arduino,12/15/22,17:55:36
12/15/22 18:00,80.16,34,80.15,13.86,arduino,12/15/22,18:00:36
12/15/22 18:05,80.22,34,80.14,13.88,arduino,12/15/22,18:05:37
12/15/22 18:10,80.09,34,80.1,13.87,arduino,12/15/22,18:10:37
12/15/22 18:15,80,34,80.07,13.88,arduino,12/15/22,18:15:38
12/15/22 18:20,79.91,34,80.03,13.87,arduino,12/15/22,18:20:38
12/15/22 18:25,80.03,34,79.99,13.89,arduino,12/15/22,18:25:39
12/15/22 18:30,79.94,34,79.97,13.88,arduino,12/15/22,18:30:39
12/15/22 18:35,80,34,79.96,13.89,arduino,12/15/22,18:35:40
12/15/22 18:40,79.75,34,79.93,13.88,arduino,12/15/22,18:40:40
12/15/22 18:45,79.97,34,79.97,13.91,arduino,12/15/22,18:45:41
12/15/22 18:50,79.94,34,79.98,13.9,arduino,12/15/22,18:50:41
12/15/22 18:55,80,34,80.05,13.91,arduino,12/15/22,18:55:41
12/15/22 19:00,80.06,34,80.11,13.9,arduino,12/15/22,19:00:42
12/15/22 19:05,80.16,34,80.23,13.91,arduino,12/15/22,19:05:42
12/15/22 19:10,80.28,34,80.25,13.9,arduino,12/15/22,19:10:43
12/15/22 19:15,80.28,34,80.32,13.91,arduino,12/15/22,19:15:43
12/15/22 19:20,80.34,34,80.4,13.9,arduino,12/15/22,19:20:44
12/15/22 19:25,80.56,34,80.5,13.9,arduino,12/15/22,19:25:44
12/15/22 19:30,80.47,34,80.63,13.9,arduino,12/15/22,19:30:45
12/15/22 19:35,80.84,34,80.78,13.9,arduino,12/15/22,19:35:45
12/15/22 19:40,80.87,34,80.88,13.89,arduino,12/15/22,19:40:46
12/15/22 19:45,81,34,80.97,13.9,arduino,12/15/22,19:45:46
12/15/22 19:50,81.37,34,81.16,13.9,arduino,12/15/22,19:50:47
12/15/22 19:55,81.28,34,81.3,13.9,arduino,12/15/22,19:55:47
12/15/22 20:00,81.59,34,81.5,13.89,arduino,12/15/22,20:00:48
12/15/22 20:05,81.75,34,81.63,13.9,arduino,12/15/22,20:05:48
12/15/22 20:10,81.81,34,81.81,13.89,arduino,12/15/22,20:10:49
12/15/22 20:15,82,34,81.91,13.9,arduino,12/15/22,20:15:49
12/15/22 20:20,82.12,34,82,13.9,arduino,12/15/22,20:20:49
12/15/22 20:25,82.09,34,82.09,13.9,arduino,12/15/22,20:25:50
12/15/22 20:30,82.19,34,82.25,13.89,arduino,12/15/22,20:30:50
12/15/22 20:35,82.41,34,82.32,13.9,arduino,12/15/22,20:35:51
12/15/22 20:40,82.53,34,82.5,13.88,arduino,12/15/22,20:40:51
12/15/22 20:45,82.66,34,82.63,13.89,arduino,12/15/22,20:45:52
12/15/22 20:50,82.78,34,82.74,13.89,arduino,12/15/22,20:50:52
12/15/22 20:55,82.91,34,82.84,13.9,arduino,12/15/22,20:55:53
12/15/22 21:00,82.81,34,82.87,13.89,arduino,12/15/22,21:00:53
12/15/22 21:05,82.94,34,82.9,13.9,arduino,12/15/22,21:05:54
12/15/22 21:10,82.81,34,82.89,13.9,arduino,12/15/22,21:10:54
12/15/22 21:15,82.81,34,82.88,13.91,arduino,12/15/22,21:15:55
12/15/22 21:20,82.81,34,82.79,13.9,arduino,12/15/22,21:20:55
12/15/22 21:25,82.75,34,82.76,13.92,arduino,12/15/22,21:25:56
12/15/22 21:30,82.66,34,82.72,13.91,arduino,12/15/22,21:30:56
12/15/22 21:35,82.69,34,82.72,13.92,arduino,12/15/22,21:35:57
12/15/22 21:40,82.69,34,82.65,13.92,arduino,12/15/22,21:40:57
12/15/22 21:45,82.53,34,82.59,13.94,arduino,12/15/22,21:45:58
12/15/22 21:50,82.44,34,82.41,13.94,arduino,12/15/22,21:50:58
12/15/22 21:55,82.22,34,82.32,13.96,arduino,12/15/22,21:55:58
12/15/22 22:00,82.22,34,82.29,13.96,arduino,12/15/22,22:00:59
12/15/22 22:05,82.34,34,82.32,13.99,arduino,12/15/22,22:05:59
12/15/22 22:11,82.31,34,82.32,14,arduino,12/15/22,22:11:00
12/15/22 22:16,82.37,34,82.34,14.03,arduino,12/15/22,22:16:00
12/15/22 22:21,82.34,34,82.38,14.01,arduino,12/15/22,22:21:01
12/15/22 22:26,82.47,34,82.43,14.03,arduino,12/15/22,22:26:01
12/15/22 22:31,82.5,34,82.51,14.02,arduino,12/15/22,22:31:02
12/15/22 22:36,82.62,34,82.61,14.03,arduino,12/15/22,22:36:02
12/15/22 22:41,82.66,34,82.67,14.01,arduino,12/15/22,22:41:03
12/15/22 22:46,82.69,34,82.76,14.02,arduino,12/15/22,22:46:03
12/15/22 22:51,82.75,34,82.76,14,arduino,12/15/22,22:51:04
12/15/22 22:56,82.72,34,82.8,14.02,arduino,12/15/22,22:56:04
12/15/22 23:01,82.87,34,82.77,14,arduino,12/15/22,23:01:05
12/15/22 23:06,82.78,34,82.79,14.01,arduino,12/15/22,23:06:05
12/15/22 23:11,82.81,34,82.77,14,arduino,12/15/22,23:11:05
12/15/22 23:16,82.72,34,82.78,14.02,arduino,12/15/22,23:16:06
12/15/22 23:21,82.84,34,82.79,14.01,arduino,12/15/22,23:21:06
12/15/22 23:26,82.78,34,82.77,14.02,arduino,12/15/22,23:26:07
12/15/22 23:31,82.72,34,82.79,14.01,arduino,12/15/22,23:31:07
12/15/22 23:36,82.91,34,82.79,14.01,arduino,12/15/22,23:36:08
12/15/22 23:41,82.72,34,82.83,14,arduino,12/15/22,23:41:08
12/15/22 23:46,82.81,34,82.85,14.01,arduino,12/15/22,23:46:09
12/15/22 23:51,82.91,34,82.83,13.99,arduino,12/15/22,23:51:09
12/15/22 23:56,82.94,34,82.86,13.99,arduino,12/15/22,23:56:10
12/16/22 0:01,82.91,34,82.88,13.98,arduino,12/16/22,0:01:10
12/16/22 0:06,82.81,34,82.9,14,arduino,12/16/22,0:06:10
12/16/22 0:11,82.81,34,82.86,13.98,arduino,12/16/22,0:11:11
12/16/22 0:16,82.84,34,82.85,13.99,arduino,12/16/22,0:16:11
12/16/22 0:21,82.87,34,82.9,13.98,arduino,12/16/22,0:21:12
12/16/22 0:26,82.75,34,82.88,13.98,arduino,12/16/22,0:26:12
12/16/22 0:31,82.94,34,82.91,13.97,arduino,12/16/22,0:31:13
12/16/22 0:36,82.91,34,82.9,13.98,arduino,12/16/22,0:36:13
12/16/22 0:41,82.81,34,82.88,13.97,arduino,12/16/22,0:41:14
12/16/22 0:46,82.87,34,82.92,13.98,arduino,12/16/22,0:46:14
12/16/22 0:51,82.91,34,82.95,13.97,arduino,12/16/22,0:51:14
12/16/22 0:56,82.94,34,82.95,13.98,arduino,12/16/22,0:56:15
12/16/22 1:01,82.84,34,82.98,13.97,arduino,12/16/22,1:01:15
12/16/22 1:06,82.97,34,83.01,13.97,arduino,12/16/22,1:06:16
12/16/22 1:11,82.91,34,83.01,13.96,arduino,12/16/22,1:11:16
12/16/22 1:16,82.94,34,83,13.97,arduino,12/16/22,1:16:17
12/16/22 1:21,83,34,83.03,13.96,arduino,12/16/22,1:21:17
12/16/22 1:26,83.16,34,83.09,13.97,arduino,12/16/22,1:26:18
12/16/22 1:31,82.97,34,83.12,13.96,arduino,12/16/22,1:31:18
12/16/22 1:36,83.03,34,83.13,13.97,arduino,12/16/22,1:36:19
12/16/22 1:41,83.12,34,83.13,13.96,arduino,12/16/22,1:41:19
12/16/22 1:46,83.19,34,83.2,13.97,arduino,12/16/22,1:46:19
12/16/22 1:51,83.09,34,83.21,13.97,arduino,12/16/22,1:51:20
12/16/22 1:56,83.28,34,83.23,13.98,arduino,12/16/22,1:56:20
12/16/22 2:01,83.19,34,83.24,13.97,arduino,12/16/22,2:01:21
12/16/22 2:06,83.28,34,83.23,13.98,arduino,12/16/22,2:06:21
12/16/22 2:11,83.22,34,83.2,13.98,arduino,12/16/22,2:11:22
12/16/22 2:16,83.06,34,83.17,13.98,arduino,12/16/22,2:16:22
12/16/22 2:21,83.16,34,83.25,13.98,arduino,12/16/22,2:21:23
12/16/22 2:26,83.16,34,83.21,13.98,arduino,12/16/22,2:26:23
12/16/22 2:31,83.25,34,83.21,13.96,arduino,12/16/22,2:31:24
12/16/22 2:36,83.22,34,83.24,13.98,arduino,12/16/22,2:36:24
12/16/22 2:41,83.09,34,83.22,13.97,arduino,12/16/22,2:41:24
12/16/22 2:46,83.25,34,83.17,13.99,arduino,12/16/22,2:46:25
12/16/22 2:51,83.06,34,83.2,13.97,arduino,12/16/22,2:51:25
12/16/22 2:56,83.09,34,83.09,13.99,arduino,12/16/22,2:56:26
12/16/22 3:01,83.06,34,83.11,13.97,arduino,12/16/22,3:01:26
12/16/22 3:06,83.06,34,83.04,13.99,arduino,12/16/22,3:06:27
12/16/22 3:11,83.03,34,83.02,13.98,arduino,12/16/22,3:11:27
12/16/22 3:16,83.09,34,82.99,13.99,arduino,12/16/22,3:16:28
12/16/22 3:21,83.09,34,82.99,13.97,arduino,12/16/22,3:21:28
12/16/22 3:26,82.97,34,82.98,13.99,arduino,12/16/22,3:26:29
12/16/22 3:31,82.84,34,82.96,13.98,arduino,12/16/22,3:31:29
12/16/22 3:36,82.91,34,82.96,14,arduino,12/16/22,3:36:29
12/16/22 3:41,82.97,34,82.97,14,arduino,12/16/22,3:41:30
12/16/22 3:46,83,34,82.96,14.01,arduino,12/16/22,3:46:30
12/16/22 3:51,82.97,34,82.95,14,arduino,12/16/22,3:51:31
12/16/22 3:56,82.69,34,82.92,14.02,arduino,12/16/22,3:56:31
12/16/22 4:01,82.72,34,82.91,14,arduino,12/16/22,4:01:32
12/16/22 4:06,83,34,82.91,14.01,arduino,12/16/22,4:06:32
12/16/22 4:11,82.91,34,82.98,14,arduino,12/16/22,4:11:33
12/16/22 4:16,82.91,34,82.9,14.04,arduino,12/16/22,4:16:33
12/16/22 4:21,82.84,34,82.9,14.01,arduino,12/16/22,4:21:34
12/16/22 4:26,83,34,82.88,14.03,arduino,12/16/22,4:26:34
12/16/22 4:31,82.91,34,82.82,14.01,arduino,12/16/22,4:31:35
12/16/22 4:36,82.78,34,82.8,14.03,arduino,12/16/22,4:36:35
12/16/22 4:41,82.94,34,82.76,14.02,arduino,12/16/22,4:41:36
12/16/22 4:46,82.72,34,82.74,14.05,arduino,12/16/22,4:46:36
12/16/22 4:51,82.66,34,82.66,14.04,arduino,12/16/22,4:51:37
12/16/22 4:56,82.72,34,82.64,14.07,arduino,12/16/22,4:56:37
12/16/22 5:01,82.59,34,82.59,14.07,arduino,12/16/22,5:01:38
12/16/22 5:06,82.56,34,82.56,14.1,arduino,12/16/22,5:06:38
12/16/22 5:11,82.41,34,82.49,14.09,arduino,12/16/22,5:11:38
12/16/22 5:16,82.5,34,82.5,14.1,arduino,12/16/22,5:16:39
12/16/22 5:21,82.53,34,82.46,14.11,arduino,12/16/22,5:21:39
12/16/22 5:26,82.5,34,82.4,14.13,arduino,12/16/22,5:26:40
12/16/22 5:31,82.41,34,82.41,14.12,arduino,12/16/22,5:31:40
12/16/22 5:36,82.37,34,82.39,14.14,arduino,12/16/22,5:36:40
12/16/22 5:41,82.37,34,82.37,14.13,arduino,12/16/22,5:41:41
12/16/22 5:46,82.31,34,82.33,14.15,arduino,12/16/22,5:46:41
12/16/22 5:51,82.25,34,82.28,14.14,arduino,12/16/22,5:51:42
12/16/22 5:56,82.31,34,82.29,14.15,arduino,12/16/22,5:56:42
12/16/22 6:01,82.16,34,82.2,14.14,arduino,12/16/22,6:01:43
12/16/22 6:06,82.25,34,82.2,14.16,arduino,12/16/22,6:06:43
12/16/22 6:11,82.19,34,82.22,14.16,arduino,12/16/22,6:11:44
12/16/22 6:16,82.09,34,82.19,14.18,arduino,12/16/22,6:16:44
12/16/22 6:21,82.09,34,82.13,14.17,arduino,12/16/22,6:21:45
12/16/22 6:26,82.12,34,82.11,14.18,arduino,12/16/22,6:26:45
12/16/22 6:31,82,34,82.16,14.17,arduino,12/16/22,6:31:45
12/16/22 6:36,82.09,34,82.12,14.18,arduino,12/16/22,6:36:46
12/16/22 6:41,82.12,34,82.08,14.17,arduino,12/16/22,6:41:46
12/16/22 6:46,82.09,34,82.07,14.16,arduino,12/16/22,6:46:47
12/16/22 6:51,82.12,34,82.08,14.15,arduino,12/16/22,6:51:47
12/16/22 6:56,82,34,82.07,14.15,arduino,12/16/22,6:56:48
12/16/22 7:01,82.09,34,82.06,14.14,arduino,12/16/22,7:01:48
12/16/22 7:06,82.03,34,81.96,14.15,arduino,12/16/22,7:06:49
12/16/22 7:11,81.97,34,81.99,14.13,arduino,12/16/22,7:11:49
12/16/22 7:16,81.91,34,82.04,14.14,arduino,12/16/22,7:16:50
12/16/22 7:21,82.16,34,82.15,14.12,arduino,12/16/22,7:21:50
12/16/22 7:26,82.25,34,82.24,14.13,arduino,12/16/22,7:26:51
12/16/22 7:31,82.34,34,82.3,14.13,arduino,12/16/22,7:31:51
12/16/22 7:36,82.44,34,82.38,14.13,arduino,12/16/22,7:36:52
12/16/22 7:41,82.37,34,82.43,14.13,arduino,12/16/22,7:41:52
12/16/22 7:46,82.41,34,82.42,14.14,arduino,12/16/22,7:46:53
12/16/22 7:51,82.44,34,82.41,14.13,arduino,12/16/22,7:51:53
12/16/22 7:56,82.37,34,82.45,14.14,arduino,12/16/22,7:56:54
12/16/22 8:01,82.41,34,82.42,14.13,arduino,12/16/22,8:01:54
12/16/22 8:06,82.44,34,82.44,14.13,arduino,12/16/22,8:06:55
12/16/22 8:11,82.34,34,82.4,14.12,arduino,12/16/22,8:11:55
12/16/22 8:16,82.44,34,82.42,14.14,arduino,12/16/22,8:16:56
12/16/22 8:21,82.5,34,82.42,14.13,arduino,12/16/22,8:21:56
12/16/22 8:26,82.5,34,82.39,14.15,arduino,12/16/22,8:26:57
12/16/22 8:31,82.41,34,82.39,14.15,arduino,12/16/22,8:31:57
12/16/22 8:36,82.34,34,82.37,14.16,arduino,12/16/22,8:36:57
12/16/22 8:41,82.37,34,82.32,14.16,arduino,12/16/22,8:41:58
12/16/22 8:46,82.41,34,82.32,14.17,arduino,12/16/22,8:46:58
12/16/22 8:51,82.37,34,82.35,14.16,arduino,12/16/22,8:51:59
12/16/22 8:56,82.44,34,82.36,14.18,arduino,12/16/22,8:56:59
12/16/22 9:02,82.41,34,82.32,14.18,arduino,12/16/22,9:02:00
12/16/22 9:07,82.28,34,82.34,14.19,arduino,12/16/22,9:07:00
12/16/22 9:12,82.28,34,82.3,14.18,arduino,12/16/22,9:12:01
12/16/22 9:17,82.28,34,82.29,14.19,arduino,12/16/22,9:17:01
12/16/22 9:22,82.31,34,82.28,14.18,arduino,12/16/22,9:22:02
12/16/22 9:27,82.28,34,82.3,14.18,arduino,12/16/22,9:27:02
12/16/22 9:32,82.22,34,82.29,14.17,arduino,12/16/22,9:32:03
12/16/22 9:37,82.09,34,82.24,14.17,arduino,12/16/22,9:37:03
12/16/22 9:42,82.25,34,82.29,14.16,arduino,12/16/22,9:42:04
12/16/22 9:47,82.22,34,82.19,14.18,arduino,12/16/22,9:47:04
12/16/22 9:52,82.22,34,82.18,14.17,arduino,12/16/22,9:52:05
12/16/22 9:57,82.16,34,82.18,14.19,arduino,12/16/22,9:57:05
12/16/22 10:02,82.06,34,82.19,14.19,arduino,12/16/22,10:02:06
12/16/22 10:07,82.19,34,82.15,14.2,arduino,12/16/22,10:07:06
12/16/22 10:12,82.03,34,82.11,14.22,arduino,12/16/22,10:12:06
12/16/22 10:17,81.97,34,82,14.23,arduino,12/16/22,10:17:07
12/16/22 10:22,81.94,34,81.98,14.25,arduino,12/16/22,10:22:07
12/16/22 10:27,82,34,82,14.28,arduino,12/16/22,10:27:08
12/16/22 10:32,81.91,34,81.89,14.32,arduino,12/16/22,10:32:08
12/16/22 10:37,81.94,34,81.91,14.35,arduino,12/16/22,10:37:09
12/16/22 10:42,81.94,34,81.88,14.36,arduino,12/16/22,10:42:09
12/16/22 10:47,81.81,34,81.87,14.39,arduino,12/16/22,10:47:10
12/16/22 10:52,81.97,34,81.87,14.38,arduino,12/16/22,10:52:10
12/16/22 10:57,81.84,34,81.89,14.4,arduino,12/16/22,10:57:11
12/16/22 11:02,81.84,34,81.91,14.39,arduino,12/16/22,11:02:11
12/16/22 11:07,81.94,34,81.96,14.39,arduino,12/16/22,11:07:12
12/16/22 11:12,82.09,34,81.94,14.38,arduino,12/16/22,11:12:12
12/16/22 11:17,82.03,34,81.96,14.4,arduino,12/16/22,11:17:13
12/16/22 11:22,81.97,34,81.94,14.4,arduino,12/16/22,11:22:13
12/16/22 11:27,81.91,34,81.92,14.42,arduino,12/16/22,11:27:14
12/16/22 11:32,81.87,34,81.94,14.41,arduino,12/16/22,11:32:14
12/16/22 11:37,81.87,34,81.89,14.42,arduino,12/16/22,11:37:14
12/16/22 11:42,81.81,34,81.87,14.43,arduino,12/16/22,11:42:15
12/16/22 11:47,81.78,34,81.9,14.45,arduino,12/16/22,11:47:15
12/16/22 11:52,81.78,34,81.87,14.45,arduino,12/16/22,11:52:16
12/16/22 11:57,81.94,34,81.83,14.46,arduino,12/16/22,11:57:16
12/16/22 12:02,81.75,34,81.82,14.45,arduino,12/16/22,12:02:17
12/16/22 12:07,81.78,34,81.79,14.46,arduino,12/16/22,12:07:17
12/16/22 12:12,81.69,34,81.73,14.44,arduino,12/16/22,12:12:18
12/16/22 12:17,81.75,34,81.77,14.45,arduino,12/16/22,12:17:18
12/16/22 12:22,81.66,34,81.75,14.43,arduino,12/16/22,12:22:19
12/16/22 12:27,81.72,34,81.76,14.42,arduino,12/16/22,12:27:19
12/16/22 12:32,81.66,34,81.74,14.39,arduino,12/16/22,12:32:19
12/16/22 12:37,81.62,34,81.71,14.38,arduino,12/16/22,12:37:20
12/16/22 12:42,81.56,34,81.74,14.36,arduino,12/16/22,12:42:20
12/16/22 12:47,81.78,34,81.74,14.35,arduino,12/16/22,12:47:21
12/16/22 12:52,81.69,34,81.74,14.33,arduino,12/16/22,12:52:21
12/16/22 12:57,81.72,34,81.72,14.35,arduino,12/16/22,12:57:22
12/16/22 13:02,81.91,34,81.72,14.32,arduino,12/16/22,13:02:22
12/16/22 13:07,81.62,34,81.68,14.33,arduino,12/16/22,13:07:23
12/16/22 13:12,81.69,34,81.67,14.3,arduino,12/16/22,13:12:23
